Date,CASEY,CML,IDC,JASON,KEN,LAN MLN,PATTERSON,PHIL,TRAVIS,KYLE
2006-07-17,0.0,1.9362554,30.92921435,0.0,68.60827852,53.621990929999996,124.13286158000001,17.59177192,0.0,0.0
2006-07-18,0.0,1.9212251400000002,30.689128,0.0,70.41602488000001,54.30128794,127.40361452,17.73154778,0.0,0.0
2006-07-19,0.0,1.89922426,30.337691749999998,0.0,69.46911012000001,53.61366551,125.69036298,17.51190022,0.0,0.0
2006-07-20,0.0,1.84804546,29.520178599999998,0.0,70.07169224,53.327315739999996,126.78061396000001,17.33218874,0.0,0.0
2006-07-21,0.0,1.81241177,28.950974349999996,0.0,67.66136376,51.803231499999995,122.41961004000001,16.87292561,0.0,0.0
2006-07-22,0.0,1.9012243400000002,30.3696405,0.0,69.55519328000001,53.67617664,125.84611312000001,17.53186818,0.0,0.0
2006-07-23,0.0,1.8505603899999998,29.5603499,0.0,68.95261116,52.83138941,124.75586214,17.21238091,0.0,0.0
2006-07-24,0.0,1.83804506,29.360434849999997,0.0,69.64127644,53.014760089999996,126.00186326000001,17.232348939999998,0.0,0.0
2006-07-25,0.0,1.85841361,29.6857956,0.0,69.64127644,53.240987489999995,126.00186326000001,17.33218869,0.0,0.0
2006-07-26,0.0,1.75871804,28.0932899,0.0,69.38302696000001,52.01280806,125.53461284000001,16.81302196,0.0,0.0
2006-07-27,0.0,1.7664241600000001,28.2163863,0.0,70.41602488000001,52.5819597,127.40361452,16.97276568,0.0,0.0
2006-07-28,0.0,1.84908939,29.5368569,0.0,72.39593756000001,54.42692501,130.98586774,17.61174031,0.0,0.0
2006-07-29,0.0,1.7446439299999998,27.868474,0.0,68.95261116,51.65500693,124.75586214,16.69321421,0.0,0.0
2006-07-30,0.0,1.7627182000000001,28.157187399999998,0.0,69.55519328000001,52.13783032,125.84611312000001,16.85295788,0.0,0.0
2006-07-31,0.0,1.71456918,27.388068099999998,0.0,67.83353008,50.79711676,122.73111032000001,16.41366278,0.0,0.0
2006-08-01,0.0,1.67405273,26.740870549999997,0.0,67.31703112000001,50.10533162,121.79660948,16.15407937,0.0,0.0
2006-08-02,0.0,1.7142749800000001,27.383369499999997,0.0,68.52219536,51.11622388,123.97711144,16.493534659999998,0.0,0.0
2006-08-03,0.0,1.73842304,27.7691038,0.0,69.21086064,51.706803879999995,125.22311256,16.69321424,0.0,0.0
2006-08-04,0.0,1.6822737,26.872189499999998,0.0,67.14486480000001,50.1160458,121.48510920000001,16.174047299999998,0.0,0.0
2006-08-05,0.0,1.76627706,28.214036999999998,0.0,70.76035752,52.74151326,128.02661508,17.012701619999998,0.0,0.0
2006-08-06,0.0,1.71627506,27.41531825,0.0,68.60827852,51.17873501,124.13286158000001,16.51350262,0.0,0.0
2006-08-07,0.0,1.7422761,27.830651999999997,0.0,69.7273596,51.9913797,126.1576134,16.7730861,0.0,0.0
2006-08-08,0.0,1.80879359,28.893183299999997,0.0,71.36293964000001,53.495809529999995,129.11686606,17.292252989999998,0.0,0.0
2006-08-09,0.0,1.7322757,27.670908249999997,0.0,69.29694380000001,51.67882405,125.37886270000001,16.6732463,0.0,0.0
2006-08-10,0.0,1.79027802,28.597421999999998,0.0,71.79335544,53.49164682,129.89561676,17.25231714,0.0,0.0
2006-08-11,0.0,1.75842384,28.088591299999997,0.0,70.07169224,52.331915179999996,126.78061396000001,16.89289384,0.0,0.0
2006-08-12,0.0,1.6765676600000001,26.78104185,0.0,66.19795004000001,49.60940529,119.77185766000001,16.03427154,0.0,0.0
2006-08-13,0.0,1.7525707000000001,27.99509435,0.0,69.46911012000001,51.98482823,125.69036298,16.79305402,0.0,0.0
2006-08-14,0.0,1.72627546,27.575061999999996,0.0,69.03869432,51.49129066,124.91161228000001,16.61334242,0.0,0.0
2006-08-15,0.0,1.70805409,27.283999299999998,0.0,68.78044484,51.168020829999996,124.44436186,16.49353469,0.0,0.0
2006-08-16,0.0,1.69827434,27.127779499999995,0.0,67.83353008,50.61613484,122.73111032000001,16.33379098,0.0,0.0
2006-08-17,0.0,1.72627546,27.575061999999996,0.0,69.03869432,51.49129066,124.91161228000001,16.61334242,0.0,0.0
2006-08-18,0.0,1.7380552900000001,27.763230549999996,0.0,70.07169224,52.10568778,126.78061396000001,16.793054090000002,0.0,0.0
2006-08-19,0.0,1.71990747,27.473342499999998,0.0,69.64127644,51.70264117,126.00186326000001,16.65327839,0.0,0.0
2006-08-20,0.0,1.7700565700000002,28.274410549999995,0.0,71.44902280000001,53.105865859999994,129.27261620000002,17.112541450000002,0.0,0.0
2006-08-21,0.0,1.72005457,27.475691799999996,0.0,69.29694380000001,51.54308761,125.37886270000001,16.61334245,0.0,0.0
2006-08-22,0.0,1.701539,27.179930499999998,0.0,69.7273596,51.538924900000005,126.1576134,16.573406600000002,0.0,0.0
2006-08-23,0.0,1.61406456,25.782641249999998,0.0,69.46911012000001,50.446481909999996,125.69036298,16.11414372,0.0,0.0
2006-08-24,0.0,1.77873307,28.4130106,0.0,74.97843236,54.85440355,135.65837194,17.57180471,0.0,0.0
2006-08-25,0.0,1.84376533,29.451815699999997,0.0,75.322765,55.737884789999995,136.2813725,17.931227850000003,0.0,0.0
2006-08-26,0.0,1.8135434799999999,28.969060499999998,0.0,74.54801656000001,55.039548180000004,134.87962124,17.69161236,0.0,0.0
2006-08-27,0.0,1.73776109,27.75853195,0.0,70.76035752,52.424794899999995,128.02661508,16.87292597,0.0,0.0
2006-08-28,0.0,1.80457278,28.82576185,0.0,71.70727228,53.61011761,129.73986662000002,17.31222098,0.0,0.0
